Indnum	Household heating => 70F	Household heating < 70F	Use of heat pump	Use of air conditioner	shower - short	shower - long (> 3 min)	bath	wash-up	use of dishwasher	use of clothes washer	use of clothes dryer	use of cooking range	use of  oven	use of self-clean feature of electric oven	Small kitchen appliance in the home	TV/computer use	air travel - large plane	air travel - small  plane (<50 seats)	car trips- self only	car trips - driver and self	car trips - 2+ people with multiple end points	trips using public ground transportation	bags of garbage disposed	bags of recycling deposited (negative CF)	bags of compost deposited (negative CF)	hazardous or electric items disposed	large items disposed	QoLI
459	1.0	6.0	0.0	16.0	7.0	10.0	0.0	42.0	0.0	6.0	2.0	0.0	12.0	2.0	0.0	63.0	3702.0	0.0	372.0	22.0	0.0	17.0	18.0	0.0	0.0	0.0	1.0	6786.037037037037
460	4.0	1.0	0.0	24.0	8.0	29.0	0.0	36.0	0.0	2.0	2.0	0.0	10.0	4.0	0.0	58.0	2807.0	0.0	428.0	40.0	0.0	18.0	25.0	0.0	2.0	0.0	2.0	6268.888888888889
461	6.0	10.0	-4.0	28.0	4.0	36.0	0.0	34.0	0.0	2.0	1.0	0.0	11.0	4.0	0.0	59.0	3786.0	0.0	275.0	15.0	28.0	16.0	28.0	0.0	0.0	0.0	1.0	7744.185185185185
462	8.0	8.0	0.0	28.0	4.0	39.0	0.0	48.0	0.0	2.0	4.0	16.0	12.0	2.0	0.0	62.0	2028.0	0.0	305.0	17.0	0.0	17.0	20.0	0.0	0.0	0.0	0.0	4692.925925925926
463	7.0	9.0	0.0	13.0	4.0	15.0	0.0	48.0	0.0	7.0	1.0	0.0	9.0	1.0	0.0	61.0	2574.0	0.0	393.0	20.0	20.0	18.0	18.0	0.0	0.0	0.0	0.0	5000.925925925926
464	9.0	2.0	0.0	25.0	4.0	25.0	0.0	46.0	0.0	3.0	4.0	0.0	9.0	4.0	0.0	62.0	3578.0	0.0	284.0	24.0	0.0	18.0	24.0	0.0	0.0	0.0	2.0	6377.444444444444
465	5.0	6.0	0.0	15.0	8.0	12.0	0.0	47.0	0.0	8.0	1.0	0.0	10.0	2.0	0.0	59.0	2208.0	0.0	435.0	27.0	0.0	15.0	27.0	0.0	0.0	0.0	1.0	5418.444444444444
466	8.0	2.0	0.0	14.0	3.0	25.0	0.0	48.0	0.0	8.0	1.0	0.0	11.0	4.0	0.0	60.0	3793.0	0.0	348.0	26.0	0.0	12.0	20.0	0.0	7.0	0.0	1.0	7518.185185185185
467	8.0	7.0	0.0	25.0	5.0	28.0	0.0	46.0	0.0	6.0	2.0	0.0	12.0	4.0	0.0	60.0	2147.0	0.0	405.0	22.0	0.0	19.0	19.0	0.0	7.0	0.0	1.0	4923.851851851852
468	6.0	5.0	0.0	14.0	3.0	30.0	0.0	49.0	0.0	6.0	3.0	0.0	10.0	2.0	0.0	60.0	2931.0	0.0	265.0	39.0	0.0	15.0	22.0	0.0	0.0	0.0	0.0	6142.148148148148
469	4.0	1.0	0.0	13.0	3.0	38.0	0.0	33.0	0.0	7.0	3.0	10.0	11.0	4.0	0.0	61.0	2999.0	0.0	309.0	10.0	17.0	13.0	23.0	0.0	0.0	0.0	1.0	6113.814814814815
470	9.0	4.0	0.0	15.0	3.0	13.0	0.0	46.0	0.0	5.0	4.0	0.0	10.0	4.0	0.0	59.0	3348.0	0.0	388.0	10.0	30.0	12.0	26.0	0.0	0.0	0.0	0.0	7009.555555555556
471	1.0	4.0	-5.0	29.0	8.0	26.0	0.0	51.0	0.0	3.0	1.0	0.0	10.0	1.0	0.0	58.0	2667.0	0.0	307.0	23.0	0.0	16.0	22.0	4.0	8.0	0.0	0.0	5731.2962962962965
472	2.0	3.0	0.0	20.0	7.0	23.0	0.0	47.0	0.0	6.0	1.0	0.0	11.0	1.0	0.0	62.0	3175.0	0.0	460.0	40.0	0.0	19.0	27.0	0.0	0.0	0.0	0.0	6641.222222222223
473	2.0	6.0	0.0	21.0	3.0	37.0	0.0	55.0	0.0	2.0	2.0	0.0	9.0	4.0	0.0	59.0	2853.0	0.0	425.0	15.0	20.0	17.0	23.0	0.0	0.0	0.0	2.0	6540.074074074074
474	8.0	8.0	0.0	30.0	3.0	14.0	0.0	43.0	0.0	5.0	1.0	0.0	12.0	3.0	61.0	58.0	2557.0	542.0	414.0	25.0	12.0	17.0	26.0	0.0	0.0	0.0	1.0	5962.37037037037
475	1.0	5.0	0.0	19.0	5.0	11.0	0.0	39.0	0.0	5.0	2.0	0.0	8.0	2.0	0.0	61.0	2130.0	0.0	303.0	23.0	0.0	15.0	22.0	0.0	0.0	0.0	0.0	4676.37037037037
476	2.0	7.0	0.0	19.0	5.0	15.0	0.0	37.0	0.0	7.0	3.0	0.0	8.0	3.0	0.0	58.0	3441.0	0.0	267.0	23.0	27.0	17.0	18.0	0.0	0.0	0.0	2.0	6778.222222222223
477	8.0	4.0	0.0	16.0	7.0	32.0	3.0	53.0	0.0	3.0	2.0	0.0	8.0	4.0	0.0	63.0	2277.0	0.0	418.0	20.0	26.0	13.0	22.0	0.0	0.0	0.0	0.0	5164.925925925926
478	7.0	9.0	0.0	18.0	6.0	32.0	0.0	38.0	0.0	3.0	3.0	0.0	8.0	2.0	0.0	63.0	2950.0	0.0	427.0	37.0	0.0	12.0	24.0	0.0	0.0	0.0	0.0	6868.814814814815
479	2.0	3.0	0.0	15.0	7.0	27.0	0.0	47.0	0.0	8.0	4.0	0.0	11.0	4.0	0.0	59.0	2900.0	0.0	305.0	16.0	0.0	15.0	23.0	0.0	0.0	0.0	0.0	6364.481481481482
480	4.0	6.0	0.0	32.0	7.0	28.0	0.0	47.0	0.0	3.0	3.0	0.0	11.0	1.0	0.0	60.0	3063.0	0.0	325.0	31.0	0.0	17.0	22.0	4.0	5.0	0.0	2.0	6020.37037037037
481	8.0	8.0	0.0	22.0	2.0	29.0	0.0	32.0	0.0	3.0	4.0	0.0	12.0	1.0	0.0	59.0	3771.0	0.0	429.0	36.0	25.0	19.0	19.0	0.0	0.0	0.0	0.0	7642.7037037037035
482	10.0	10.0	0.0	22.0	7.0	14.0	0.0	48.0	0.0	5.0	1.0	0.0	10.0	3.0	0.0	64.0	3861.0	0.0	301.0	20.0	22.0	18.0	27.0	0.0	0.0	0.0	0.0	6784.333333333333
483	9.0	4.0	0.0	23.0	2.0	18.0	0.0	37.0	0.0	7.0	4.0	0.0	9.0	3.0	0.0	59.0	3560.0	0.0	419.0	33.0	0.0	14.0	25.0	0.0	0.0	0.0	1.0	7488.481481481482
484	5.0	7.0	0.0	30.0	6.0	32.0	0.0	52.0	0.0	8.0	3.0	0.0	11.0	1.0	0.0	64.0	2847.0	0.0	399.0	35.0	22.0	12.0	26.0	0.0	0.0	0.0	0.0	5897.444444444444
485	5.0	6.0	0.0	22.0	5.0	23.0	4.0	45.0	0.0	2.0	3.0	16.0	11.0	4.0	0.0	64.0	2759.0	0.0	367.0	36.0	0.0	16.0	25.0	0.0	0.0	0.0	2.0	6237.0
486	5.0	2.0	0.0	15.0	8.0	21.0	0.0	55.0	0.0	6.0	3.0	0.0	11.0	2.0	0.0	59.0	3036.0	0.0	295.0	40.0	0.0	15.0	27.0	0.0	0.0	0.0	0.0	6648.111111111111
487	7.0	8.0	0.0	22.0	4.0	32.0	0.0	38.0	0.0	3.0	4.0	0.0	11.0	3.0	0.0	59.0	3598.0	0.0	261.0	31.0	12.0	12.0	21.0	0.0	2.0	0.0	2.0	7788.037037037037
488	6.0	4.0	0.0	28.0	7.0	40.0	0.0	43.0	0.0	8.0	3.0	0.0	10.0	1.0	0.0	62.0	3403.0	0.0	285.0	16.0	13.0	17.0	28.0	0.0	0.0	0.0	2.0	6635.333333333333
489	3.0	6.0	0.0	27.0	7.0	28.0	7.0	33.0	0.0	8.0	2.0	0.0	8.0	1.0	0.0	58.0	3606.0	0.0	327.0	38.0	0.0	19.0	18.0	0.0	0.0	0.0	0.0	7766.074074074074
490	4.0	8.0	0.0	19.0	4.0	17.0	0.0	40.0	0.0	2.0	2.0	0.0	10.0	2.0	0.0	60.0	3749.0	0.0	307.0	24.0	20.0	14.0	18.0	7.0	0.0	0.0	0.0	7843.407407407408
491	6.0	6.0	0.0	13.0	3.0	10.0	0.0	38.0	0.0	5.0	3.0	15.0	10.0	1.0	0.0	62.0	3994.0	0.0	323.0	13.0	0.0	19.0	19.0	0.0	0.0	0.0	2.0	8300.296296296296
492	2.0	6.0	0.0	21.0	3.0	34.0	0.0	47.0	0.0	2.0	1.0	0.0	8.0	1.0	0.0	64.0	2459.0	0.0	378.0	27.0	28.0	13.0	28.0	0.0	0.0	0.0	1.0	4868.185185185185
493	9.0	9.0	0.0	22.0	6.0	30.0	0.0	50.0	0.0	2.0	4.0	0.0	11.0	4.0	0.0	60.0	2164.0	0.0	386.0	18.0	0.0	19.0	25.0	0.0	0.0	0.0	0.0	5230.037037037037
494	1.0	6.0	0.0	21.0	7.0	24.0	0.0	52.0	0.0	7.0	1.0	8.0	11.0	4.0	0.0	61.0	3412.0	0.0	402.0	33.0	0.0	12.0	19.0	0.0	0.0	0.0	1.0	6956.888888888889
495	8.0	8.0	0.0	27.0	4.0	29.0	0.0	32.0	0.0	8.0	4.0	0.0	10.0	3.0	0.0	62.0	2694.0	0.0	426.0	14.0	0.0	14.0	28.0	0.0	0.0	0.0	1.0	5517.222222222223
496	5.0	6.0	0.0	27.0	3.0	38.0	0.0	53.0	0.0	7.0	4.0	0.0	12.0	2.0	0.0	59.0	2749.0	0.0	446.0	37.0	21.0	13.0	28.0	0.0	0.0	0.0	0.0	6246.555555555556
497	5.0	3.0	0.0	21.0	4.0	38.0	0.0	53.0	0.0	8.0	1.0	0.0	12.0	3.0	0.0	58.0	2678.0	0.0	283.0	37.0	0.0	13.0	24.0	0.0	0.0	0.0	0.0	5139.444444444444
498	8.0	2.0	0.0	29.0	4.0	33.0	0.0	46.0	0.0	5.0	2.0	0.0	12.0	4.0	0.0	58.0	3281.0	0.0	400.0	15.0	0.0	17.0	17.0	0.0	0.0	0.0	1.0	6747.481481481482
499	2.0	2.0	0.0	22.0	4.0	35.0	0.0	44.0	0.0	5.0	4.0	0.0	10.0	1.0	0.0	58.0	2377.0	0.0	458.0	14.0	22.0	14.0	20.0	0.0	4.0	0.0	1.0	5169.481481481482
500	6.0	1.0	0.0	32.0	5.0	36.0	0.0	44.0	0.0	2.0	3.0	12.0	11.0	3.0	62.0	61.0	3085.0	0.0	385.0	37.0	0.0	16.0	26.0	0.0	6.0	0.0	1.0	6789.62962962963
501	4.0	5.0	-2.0	26.0	2.0	25.0	0.0	36.0	0.0	6.0	1.0	0.0	8.0	2.0	0.0	60.0	2156.0	0.0	296.0	40.0	0.0	15.0	28.0	0.0	0.0	0.0	2.0	4443.666666666667
502	9.0	7.0	-2.0	30.0	6.0	22.0	0.0	44.0	0.0	7.0	2.0	0.0	12.0	2.0	0.0	61.0	2902.0	0.0	458.0	27.0	24.0	15.0	27.0	0.0	0.0	0.0	2.0	6174.7037037037035
503	8.0	3.0	0.0	28.0	2.0	27.0	0.0	32.0	0.0	2.0	4.0	0.0	12.0	1.0	0.0	64.0	3156.0	0.0	300.0	24.0	0.0	18.0	22.0	0.0	0.0	0.0	1.0	6511.111111111111
504	10.0	1.0	0.0	12.0	6.0	17.0	0.0	47.0	0.0	7.0	1.0	0.0	10.0	4.0	0.0	64.0	2164.0	0.0	295.0	38.0	0.0	19.0	17.0	0.0	0.0	0.0	2.0	4798.666666666667
505	8.0	1.0	0.0	17.0	5.0	31.0	0.0	34.0	0.0	4.0	3.0	0.0	11.0	4.0	50.0	63.0	3841.0	0.0	308.0	17.0	0.0	17.0	28.0	2.0	0.0	0.0	0.0	7155.2962962962965
506	1.0	5.0	0.0	25.0	7.0	31.0	0.0	52.0	0.0	5.0	1.0	0.0	11.0	1.0	0.0	63.0	3400.0	0.0	413.0	16.0	15.0	14.0	17.0	0.0	0.0	0.0	1.0	7158.555555555556
507	4.0	10.0	0.0	12.0	8.0	31.0	0.0	53.0	0.0	4.0	3.0	0.0	12.0	1.0	0.0	62.0	3963.0	0.0	391.0	11.0	0.0	18.0	22.0	0.0	0.0	0.0	1.0	7183.518518518518
508	5.0	9.0	0.0	30.0	8.0	18.0	0.0	36.0	0.0	2.0	1.0	0.0	10.0	3.0	0.0	58.0	3593.0	0.0	442.0	11.0	0.0	12.0	18.0	0.0	0.0	0.0	2.0	6645.333333333333
509	5.0	6.0	0.0	27.0	7.0	25.0	0.0	35.0	0.0	7.0	3.0	0.0	12.0	4.0	0.0	60.0	3300.0	0.0	347.0	22.0	29.0	17.0	24.0	0.0	6.0	0.0	2.0	7113.0
510	6.0	8.0	0.0	29.0	4.0	32.0	0.0	36.0	0.0	6.0	2.0	0.0	11.0	4.0	0.0	64.0	3277.0	0.0	402.0	22.0	0.0	15.0	25.0	0.0	0.0	0.0	0.0	6931.814814814815
511	4.0	3.0	0.0	32.0	4.0	20.0	0.0	32.0	0.0	3.0	4.0	0.0	10.0	1.0	0.0	58.0	3041.0	0.0	272.0	35.0	22.0	15.0	21.0	0.0	0.0	0.0	2.0	6499.814814814815
512	9.0	4.0	0.0	29.0	6.0	22.0	0.0	46.0	0.0	7.0	3.0	0.0	12.0	4.0	0.0	59.0	2122.0	0.0	410.0	38.0	0.0	15.0	18.0	0.0	0.0	0.0	2.0	5225.407407407408
513	7.0	10.0	0.0	21.0	5.0	21.0	0.0	40.0	0.0	3.0	2.0	0.0	8.0	1.0	0.0	63.0	3779.0	0.0	307.0	29.0	0.0	16.0	21.0	0.0	0.0	0.0	2.0	7646.2962962962965
514	6.0	5.0	0.0	21.0	6.0	33.0	0.0	43.0	0.0	3.0	2.0	0.0	9.0	4.0	0.0	63.0	3344.0	0.0	404.0	11.0	0.0	12.0	17.0	0.0	0.0	0.0	0.0	6637.851851851852
515	9.0	6.0	0.0	17.0	2.0	11.0	0.0	51.0	0.0	6.0	3.0	0.0	8.0	1.0	0.0	61.0	2293.0	0.0	414.0	13.0	0.0	15.0	17.0	0.0	0.0	0.0	0.0	4606.0
516	3.0	6.0	0.0	21.0	8.0	10.0	0.0	50.0	20.0	2.0	2.0	0.0	8.0	3.0	0.0	63.0	3286.0	0.0	379.0	40.0	21.0	17.0	25.0	0.0	0.0	0.0	1.0	6957.037037037037
517	10.0	4.0	0.0	27.0	8.0	30.0	0.0	32.0	0.0	8.0	4.0	0.0	12.0	4.0	0.0	60.0	2081.0	544.0	400.0	24.0	26.0	12.0	26.0	0.0	0.0	0.0	2.0	5198.148148148148
518	5.0	10.0	-4.0	25.0	7.0	32.0	0.0	36.0	0.0	4.0	3.0	0.0	12.0	2.0	0.0	59.0	2877.0	0.0	378.0	35.0	0.0	13.0	26.0	0.0	0.0	0.0	0.0	6600.62962962963
519	2.0	4.0	0.0	28.0	8.0	21.0	0.0	46.0	0.0	6.0	3.0	0.0	8.0	3.0	0.0	64.0	2360.0	0.0	379.0	38.0	0.0	13.0	20.0	0.0	0.0	0.0	1.0	4865.962962962963
520	5.0	7.0	0.0	13.0	4.0	14.0	0.0	46.0	0.0	4.0	1.0	0.0	9.0	4.0	0.0	63.0	2079.0	0.0	464.0	27.0	0.0	18.0	25.0	0.0	5.0	0.0	0.0	4336.7037037037035
521	2.0	5.0	0.0	30.0	5.0	31.0	0.0	51.0	0.0	4.0	4.0	0.0	10.0	4.0	51.0	60.0	2599.0	0.0	365.0	11.0	0.0	13.0	27.0	0.0	0.0	0.0	1.0	5599.185185185185
522	7.0	1.0	0.0	24.0	2.0	32.0	0.0	49.0	0.0	2.0	4.0	0.0	10.0	2.0	0.0	63.0	3077.0	0.0	367.0	25.0	12.0	17.0	24.0	0.0	0.0	0.0	0.0	6714.074074074074
523	10.0	10.0	0.0	19.0	8.0	20.0	0.0	43.0	0.0	2.0	2.0	0.0	11.0	3.0	0.0	61.0	2893.0	0.0	441.0	17.0	0.0	19.0	22.0	0.0	4.0	0.0	2.0	6319.740740740741
524	6.0	7.0	0.0	27.0	8.0	37.0	0.0	43.0	0.0	2.0	3.0	0.0	12.0	4.0	0.0	58.0	2548.0	0.0	428.0	15.0	10.0	16.0	20.0	0.0	0.0	0.0	0.0	5356.037037037037
525	10.0	3.0	0.0	25.0	5.0	40.0	0.0	33.0	0.0	3.0	4.0	0.0	9.0	2.0	0.0	64.0	2740.0	0.0	272.0	22.0	13.0	18.0	22.0	0.0	0.0	0.0	2.0	5195.62962962963
526	8.0	9.0	0.0	13.0	4.0	38.0	0.0	46.0	0.0	5.0	4.0	0.0	11.0	1.0	0.0	64.0	2056.0	0.0	367.0	11.0	0.0	17.0	18.0	0.0	0.0	0.0	2.0	5062.814814814815
527	8.0	7.0	0.0	26.0	8.0	38.0	0.0	43.0	0.0	3.0	1.0	0.0	11.0	1.0	0.0	58.0	2503.0	0.0	270.0	16.0	0.0	12.0	28.0	0.0	0.0	0.0	2.0	5711.222222222223
528	6.0	3.0	0.0	15.0	3.0	10.0	0.0	52.0	0.0	3.0	4.0	0.0	8.0	3.0	54.0	63.0	2515.0	0.0	391.0	17.0	30.0	13.0	24.0	0.0	0.0	0.0	1.0	5331.7037037037035
529	7.0	10.0	0.0	21.0	6.0	39.0	0.0	48.0	0.0	3.0	4.0	0.0	9.0	2.0	0.0	58.0	3358.0	0.0	411.0	25.0	27.0	14.0	25.0	0.0	0.0	0.0	2.0	7546.7037037037035
530	8.0	9.0	0.0	14.0	3.0	28.0	0.0	42.0	0.0	4.0	2.0	0.0	9.0	4.0	0.0	59.0	3750.0	0.0	280.0	35.0	20.0	16.0	19.0	0.0	0.0	0.0	2.0	7213.888888888889
531	1.0	4.0	0.0	20.0	3.0	34.0	0.0	52.0	0.0	2.0	2.0	0.0	10.0	2.0	0.0	58.0	2690.0	0.0	354.0	29.0	0.0	15.0	28.0	0.0	0.0	0.0	2.0	5555.777777777777
532	4.0	10.0	0.0	28.0	4.0	13.0	0.0	35.0	0.0	6.0	1.0	0.0	11.0	1.0	0.0	61.0	3344.0	0.0	464.0	19.0	12.0	14.0	21.0	0.0	0.0	0.0	0.0	6503.592592592592
533	1.0	7.0	0.0	12.0	3.0	17.0	0.0	44.0	0.0	4.0	3.0	0.0	10.0	4.0	0.0	64.0	3711.0	0.0	456.0	37.0	12.0	18.0	19.0	0.0	0.0	0.0	0.0	8206.703703703704
534	9.0	6.0	0.0	24.0	4.0	22.0	0.0	46.0	0.0	6.0	1.0	0.0	9.0	3.0	0.0	60.0	3544.0	0.0	395.0	17.0	0.0	13.0	23.0	0.0	0.0	0.0	2.0	7629.555555555556
535	9.0	3.0	0.0	23.0	4.0	25.0	0.0	51.0	0.0	5.0	2.0	0.0	9.0	1.0	0.0	62.0	3729.0	0.0	407.0	33.0	0.0	17.0	20.0	0.0	0.0	0.0	0.0	7444.925925925926
536	9.0	1.0	0.0	27.0	2.0	23.0	0.0	44.0	0.0	7.0	4.0	0.0	11.0	3.0	0.0	61.0	2625.0	0.0	460.0	27.0	28.0	19.0	27.0	0.0	0.0	0.0	0.0	5152.777777777777
537	3.0	2.0	0.0	21.0	5.0	24.0	0.0	39.0	0.0	8.0	3.0	0.0	8.0	3.0	0.0	63.0	2854.0	0.0	347.0	20.0	0.0	13.0	22.0	0.0	0.0	0.0	0.0	6198.555555555556
538	6.0	2.0	0.0	16.0	2.0	33.0	0.0	53.0	0.0	6.0	4.0	0.0	8.0	1.0	0.0	61.0	2893.0	0.0	275.0	18.0	11.0	17.0	17.0	0.0	0.0	0.0	2.0	5496.444444444444
539	5.0	2.0	0.0	21.0	2.0	35.0	0.0	50.0	0.0	6.0	4.0	0.0	10.0	3.0	0.0	62.0	2430.0	0.0	323.0	37.0	11.0	19.0	22.0	0.0	0.0	0.0	0.0	4782.666666666667
540	3.0	2.0	0.0	27.0	2.0	11.0	0.0	34.0	0.0	5.0	3.0	0.0	12.0	1.0	0.0	61.0	2661.0	0.0	392.0	19.0	0.0	14.0	20.0	0.0	0.0	0.0	0.0	5445.111111111111
541	9.0	6.0	0.0	26.0	6.0	31.0	0.0	41.0	0.0	4.0	1.0	0.0	12.0	1.0	0.0	61.0	2891.0	0.0	390.0	33.0	0.0	18.0	22.0	0.0	0.0	0.0	1.0	5930.62962962963
542	4.0	2.0	0.0	29.0	7.0	40.0	0.0	50.0	0.0	4.0	2.0	0.0	12.0	3.0	0.0	58.0	3963.0	0.0	333.0	18.0	0.0	17.0	24.0	0.0	0.0	0.0	2.0	7612.555555555556
543	9.0	5.0	0.0	27.0	4.0	29.0	0.0	50.0	0.0	3.0	4.0	0.0	12.0	1.0	0.0	64.0	3047.0	0.0	441.0	14.0	0.0	12.0	24.0	0.0	0.0	0.0	0.0	6146.888888888889
544	4.0	8.0	0.0	25.0	7.0	40.0	0.0	53.0	0.0	8.0	1.0	0.0	8.0	4.0	0.0	59.0	2556.0	0.0	419.0	22.0	28.0	15.0	17.0	0.0	0.0	0.0	2.0	5322.7037037037035
545	10.0	3.0	0.0	31.0	5.0	31.0	0.0	39.0	0.0	2.0	3.0	0.0	10.0	1.0	0.0	61.0	3814.0	0.0	258.0	40.0	0.0	17.0	20.0	0.0	0.0	0.0	2.0	7115.0
546	3.0	10.0	0.0	27.0	6.0	24.0	0.0	38.0	0.0	7.0	1.0	0.0	11.0	1.0	0.0	59.0	2451.0	0.0	271.0	35.0	14.0	13.0	17.0	0.0	0.0	0.0	0.0	5262.962962962963
547	6.0	2.0	0.0	15.0	8.0	16.0	0.0	55.0	0.0	3.0	2.0	0.0	12.0	4.0	0.0	58.0	3494.0	0.0	308.0	26.0	14.0	16.0	28.0	0.0	7.0	0.0	2.0	6575.111111111111
548	10.0	7.0	0.0	13.0	6.0	26.0	0.0	35.0	0.0	4.0	1.0	0.0	11.0	4.0	0.0	60.0	2943.0	0.0	397.0	21.0	20.0	13.0	17.0	0.0	0.0	0.0	1.0	6000.481481481482
549	3.0	1.0	0.0	20.0	6.0	26.0	0.0	41.0	0.0	3.0	4.0	0.0	9.0	2.0	0.0	58.0	3067.0	0.0	320.0	25.0	0.0	19.0	24.0	0.0	0.0	0.0	2.0	5788.2962962962965
550	3.0	4.0	0.0	27.0	5.0	13.0	0.0	46.0	0.0	7.0	4.0	0.0	11.0	2.0	0.0	58.0	3259.0	0.0	271.0	11.0	20.0	19.0	20.0	0.0	0.0	0.0	0.0	6860.444444444444
551	9.0	6.0	0.0	23.0	4.0	19.0	0.0	43.0	0.0	5.0	2.0	0.0	10.0	2.0	0.0	64.0	3133.0	0.0	332.0	16.0	0.0	12.0	20.0	0.0	0.0	0.0	2.0	5812.962962962963
552	5.0	5.0	-2.0	31.0	8.0	16.0	0.0	36.0	0.0	6.0	4.0	0.0	9.0	3.0	0.0	60.0	2455.0	0.0	451.0	14.0	29.0	14.0	22.0	0.0	0.0	0.0	1.0	4834.185185185185
553	2.0	4.0	0.0	27.0	2.0	22.0	0.0	45.0	0.0	6.0	4.0	0.0	12.0	2.0	0.0	58.0	3406.0	0.0	399.0	39.0	0.0	13.0	25.0	0.0	0.0	0.0	2.0	7443.888888888889
554	1.0	7.0	0.0	14.0	8.0	16.0	0.0	36.0	0.0	5.0	1.0	0.0	9.0	1.0	0.0	58.0	2286.0	0.0	378.0	10.0	24.0	15.0	20.0	0.0	0.0	0.0	0.0	4900.592592592592
555	9.0	3.0	0.0	22.0	6.0	37.0	0.0	40.0	0.0	5.0	1.0	0.0	9.0	3.0	0.0	63.0	2820.0	0.0	304.0	22.0	16.0	16.0	24.0	0.0	0.0	0.0	0.0	5689.592592592592
556	1.0	6.0	0.0	30.0	4.0	11.0	0.0	36.0	0.0	4.0	1.0	0.0	10.0	4.0	56.0	63.0	2128.0	0.0	314.0	40.0	26.0	13.0	17.0	0.0	0.0	0.0	1.0	4418.851851851852
557	5.0	2.0	0.0	20.0	3.0	30.0	0.0	35.0	0.0	7.0	1.0	0.0	8.0	3.0	0.0	64.0	2628.0	0.0	338.0	32.0	16.0	19.0	19.0	0.0	0.0	0.0	1.0	4951.814814814815
558	2.0	9.0	-2.0	30.0	2.0	16.0	0.0	41.0	0.0	3.0	2.0	0.0	10.0	3.0	0.0	60.0	3861.0	0.0	299.0	10.0	0.0	12.0	19.0	0.0	0.0	0.0	0.0	6950.555555555556
559	5.0	6.0	0.0	14.0	8.0	36.0	0.0	36.0	0.0	7.0	2.0	0.0	10.0	4.0	0.0	63.0	3398.0	0.0	351.0	37.0	0.0	18.0	27.0	0.0	6.0	0.0	0.0	6666.666666666667
560	10.0	9.0	0.0	22.0	3.0	19.0	0.0	37.0	0.0	3.0	4.0	0.0	8.0	4.0	0.0	60.0	2025.0	0.0	313.0	24.0	0.0	19.0	18.0	0.0	0.0	0.0	1.0	4466.7037037037035
561	1.0	9.0	0.0	30.0	7.0	27.0	0.0	35.0	0.0	7.0	3.0	0.0	12.0	2.0	0.0	59.0	3548.0	0.0	409.0	30.0	0.0	12.0	24.0	0.0	0.0	0.0	0.0	6691.851851851852
562	1.0	10.0	0.0	26.0	3.0	25.0	0.0	51.0	0.0	6.0	2.0	0.0	9.0	2.0	0.0	62.0	3982.0	700.0	263.0	38.0	27.0	19.0	27.0	0.0	0.0	1.0	2.0	9280.518518518518
563	7.0	9.0	0.0	31.0	6.0	31.0	0.0	36.0	0.0	4.0	1.0	0.0	10.0	1.0	0.0	62.0	2975.0	0.0	309.0	10.0	0.0	19.0	23.0	0.0	0.0	0.0	2.0	6299.481481481482
564	6.0	2.0	0.0	19.0	5.0	30.0	0.0	39.0	0.0	8.0	4.0	10.0	11.0	2.0	0.0	61.0	3518.0	0.0	260.0	24.0	0.0	13.0	17.0	0.0	0.0	0.0	2.0	6720.962962962963
565	3.0	2.0	0.0	14.0	5.0	19.0	0.0	33.0	0.0	5.0	2.0	0.0	9.0	1.0	0.0	62.0	3257.0	617.0	333.0	19.0	28.0	14.0	22.0	0.0	0.0	0.0	1.0	7555.074074074074
566	1.0	6.0	0.0	12.0	8.0	33.0	0.0	46.0	0.0	5.0	4.0	0.0	11.0	4.0	0.0	59.0	2584.0	0.0	406.0	33.0	0.0	18.0	22.0	0.0	5.0	0.0	1.0	5196.851851851852
567	3.0	5.0	0.0	13.0	6.0	36.0	0.0	36.0	0.0	4.0	1.0	14.0	10.0	4.0	0.0	63.0	2968.0	0.0	272.0	20.0	0.0	13.0	18.0	0.0	8.0	0.0	1.0	6073.666666666667
568	8.0	1.0	0.0	25.0	2.0	34.0	6.0	38.0	0.0	7.0	4.0	7.0	12.0	2.0	0.0	60.0	3923.0	0.0	266.0	28.0	0.0	17.0	25.0	0.0	0.0	0.0	2.0	7486.925925925926
569	1.0	3.0	0.0	18.0	2.0	14.0	0.0	43.0	0.0	4.0	1.0	0.0	8.0	1.0	0.0	63.0	3830.0	0.0	449.0	38.0	0.0	16.0	17.0	0.0	0.0	0.0	0.0	8552.037037037036
570	2.0	8.0	0.0	22.0	3.0	30.0	0.0	33.0	0.0	8.0	3.0	0.0	8.0	4.0	0.0	59.0	2875.0	0.0	356.0	24.0	24.0	14.0	17.0	0.0	0.0	0.0	2.0	5852.37037037037
571	6.0	1.0	0.0	15.0	6.0	31.0	0.0	52.0	0.0	3.0	1.0	0.0	10.0	2.0	0.0	64.0	3871.0	0.0	295.0	17.0	0.0	19.0	24.0	0.0	0.0	0.0	2.0	6919.074074074074
572	5.0	8.0	0.0	23.0	7.0	31.0	0.0	32.0	0.0	7.0	3.0	0.0	12.0	2.0	0.0	59.0	2248.0	0.0	413.0	25.0	22.0	17.0	17.0	0.0	0.0	0.0	0.0	4729.259259259259
573	5.0	9.0	0.0	24.0	4.0	29.0	0.0	50.0	0.0	2.0	1.0	0.0	12.0	3.0	0.0	62.0	2262.0	0.0	437.0	31.0	0.0	18.0	17.0	0.0	0.0	0.0	2.0	4774.222222222223
